StartMatrix : [16716, 1, 2090]
Stats : 35029096
AID	norel	lohi	lolo	hihi	hilo	eqv	opp
MRFAP1L1	6531	6	769	743	196	107	6
CFDP1	8317	0	0	39	2	0	0
LOC100130339	7557	0	0	10	182	141	468
SFN	7895	0	3	144	302	14	0
PPP1R3B	7737	0	154	388	47	32	0
DHRS9	7475	18	477	211	71	102	4
KCNJ12	7757	0	0	5	36	139	421
ABCF2	6862	9	283	384	84	729	7
C1orf21	6817	10	671	486	109	254	11
BLNK	6500	19	711	744	158	198	28
MTFMT	5828	8	588	1128	250	538	18
ATPBD4	6712	15	257	680	124	561	9
NPAS2	7973	11	99	225	10	40	0
CAB39L	7227	0	54	747	251	79	0
SULT1C2	8137	0	4	174	43	0	0
LOC728198	6254	0	23	1840	190	51	0
DMN	8186	2	22	72	47	29	0
C14orf153	6629	721	126	45	623	58	156
METTL7B	7963	0	6	298	51	40	0
ERICH1	6274	12	627	656	173	502	114
ARF6	7359	125	690	0	0	149	35
PTGER3	8274	0	0	16	66	2	0
MED12	7555	19	291	23	12	438	20
KIAA1618	8240	0	19	69	0	30	0
AKT1	7720	3	395	35	4	201	0
SOD1	8008	9	226	0	0	113	2
CHGA	7908	0	19	55	374	2	0
DUSP16	7809	4	498	27	0	20	0
FUT8	6303	0	47	1435	502	71	0
CLEC2D	8347	0	0	11	0	0	0
LOC220729	8298	0	0	52	6	2	0
SLC35D1	7039	57	804	30	4	343	81
MTMR11	7106	5	155	813	219	57	3
TMEM181	6546	81	1015	197	8	416	95
TMEM200B	8062	0	24	189	9	74	0
CYBRD1	7476	0	348	371	100	63	0
C11orf57	6671	5	219	847	90	517	9
SLC25A33	7108	14	452	557	82	142	3
RNF146	6794	42	690	330	78	295	129
PGLYRP1	8348	0	0	1	0	5	4
MAGI2	7491	4	289	463	33	78	0
RHOD	7848	126	10	8	296	5	65
FOXP2	7957	2	165	189	36	9	0
RHBDD1	7450	78	0	59	548	47	176
RWDD3	5871	110	1030	53	1	947	346
RBMX	6098	182	1211	3	0	623	241
LOC100130216	8341	0	0	7	2	8	0
SP4	7299	1	165	340	375	144	34
C3orf38	5732	13	696	1037	263	578	39
PIGP	6051	212	1276	3	0	619	197
PLAC7	8358	0	0	0	0	0	0
ZNF670	7652	0	5	323	342	36	0
CXCL6	8312	0	0	36	10	0	0
CEP350	7095	50	703	77	2	292	139
NF2	8258	0	0	23	56	20	1
FLJ44450	7863	3	0	17	222	118	135
SFTPA2	8063	0	6	233	49	7	0
LOC100134282	8046	110	26	14	128	23	11
PYCARD	8118	18	179	6	0	34	3
SMS	6573	139	879	5	0	578	184
TTC12	7919	0	16	16	295	44	68
NFXL1	6366	90	836	446	116	478	26
LY75	7077	94	634	234	65	162	92
IL9R	8318	0	0	3	2	22	13
PPL	7985	0	57	255	37	24	0
MTF2	6472	21	521	556	130	643	15
SMAD3	8298	0	0	48	5	7	0
PLEK2	7048	50	397	523	79	252	9
CD163L1	7085	0	11	1072	170	20	0
PIGT	6046	306	44	66	1074	179	643
AUTS2	7151	20	1	59	661	81	385
WDR37	8164	1	43	0	0	130	20
CPA6	8257	0	12	82	7	0	0
NUDT4	5845	200	1417	100	15	603	178
LIPG	7105	10	216	543	329	148	7
MRPL40	6448	22	262	906	63	616	41
SRGN	6789	62	1227	103	27	110	40
RGS13	8081	0	17	252	7	1	0
LOC645676	7067	165	151	131	372	89	383
COL16A1	8348	0	2	0	8	0	0
GYG2	7143	14	87	293	670	77	74
TMEM120A	7642	1	258	251	29	176	1
LOC100129550	7581	41	147	364	103	94	28
ACE2	8162	0	91	101	0	4	0
SF3A3	6332	16	738	610	148	499	15
AKAP5	8288	1	1	58	10	0	0
MGC29506	7898	0	162	222	25	51	0
MRS2	4938	81	1546	636	192	725	240
HOMER1	7784	75	205	162	54	73	5
GNA13	6895	0	11	1144	267	41	0
MS4A4A	6501	0	75	1580	146	56	0
ODF1	5515	120	18	34	1128	377	1166
BCKDHB	5248	11	887	1286	345	557	24
SMC4	6548	131	849	0	0	646	184
NDUFS5	7474	6	612	35	15	215	1
RBM26	7577	50	326	292	7	105	1
CTGLF6	8078	0	15	173	77	15	0
CCNI	7133	13	815	133	13	249	2
MGA	6775	5	173	1125	194	81	5
TTC30B	6266	7	373	1202	261	245	4
ANKRD9	8189	0	107	34	0	28	0
FAT	8352	0	2	0	0	4	0
SLC25A36	7132	95	801	58	0	223	49
SLC39A5	8075	27	66	41	137	9	3
POLK	5742	8	829	1049	288	410	32
PSENEN	5003	40	1110	1073	225	689	218
LOC285401	6849	31	1	89	755	124	509
GNPTAB	7240	83	762	66	5	133	69
GSN	6839	21	196	590	245	453	14
MED1	5806	170	1326	48	2	760	246
CHURC1	7078	47	829	70	2	251	81
DPY19L4	4763	40	1453	576	165	1036	325
SGK1	7613	41	304	148	224	26	2
TMTC2	6712	3	211	1210	164	57	1
ASNS	7412	0	55	585	149	157	0
LOC285191	6370	24	1	23	700	305	935
CEP68	6953	21	536	571	66	189	22
PLRG1	7432	36	432	0	0	399	59
GPX4	7340	23	470	88	25	395	17
TMEM138	6357	9	581	266	31	944	170
RP11-345P4.4	8144	1	35	109	5	64	0
EEF2	7055	30	979	40	10	225	19
PFKFB3	7489	10	306	299	24	227	3
RGS18	7311	0	17	923	87	20	0
AAK1	7410	54	21	248	577	18	30
ALS2CR16	6709	0	36	1483	114	16	0
PEX19	7186	3	593	120	23	391	42
TTYH3	7798	20	28	30	426	5	51
PPIE	5516	5	241	1581	256	750	9
LOC100130930	7152	2	93	850	172	87	2
ARPP-19	4736	41	1675	627	162	756	361
STK17A	6943	9	780	431	92	95	8
ANKRD18A	8358	0	0	0	0	0	0
NUDCD2	5146	14	798	1542	385	446	27
LOC653380	7878	181	120	9	118	33	19
CLPX	5870	199	1381	12	0	646	250
C1orf95	8335	0	3	3	12	5	0
PPM1K	7465	6	387	415	28	57	0
FGL2	7355	4	522	261	110	102	4
RAB3IP	7060	23	638	275	40	288	34
FDXR	7877	0	21	277	167	16	0
CCL18	7809	0	0	542	7	0	0
SLFN5	7386	0	26	795	121	30	0
LOXL1	8009	15	94	135	84	20	1
PLEKHG2	7380	112	2	8	384	156	316
REV3L	5381	57	1180	516	159	763	302
ULBP3	8358	0	0	0	0	0	0
UQCRB	5900	23	819	587	164	719	146
PXK	6169	6	660	1034	275	201	13
DTNA	8289	0	44	10	8	7	0
NT5DC2	7189	1	67	912	88	100	1
LOC376475	7963	18	90	18	215	51	3
NEDD9	8208	5	134	0	0	11	0
BCL11B	7951	5	65	311	9	16	1
CA4	7162	332	665	10	105	41	43
PART1	7935	1	0	2	181	64	175
CLYBL	7829	0	160	227	7	130	5
TMED5	5689	79	1381	226	32	683	268
SV2B	8100	0	0	7	28	49	174
LOC388610	8287	8	1	2	57	0	3
FOLR1	7674	12	531	86	23	32	0
UNQ830	6506	0	127	1308	251	166	0
TSC22D3	7656	1	262	185	168	86	0
ZNF451	7389	20	415	111	14	342	67
MCF2L	8281	0	22	43	6	6	0
PTGDS	8154	1	50	62	70	21	0
HNRPDL	6502	17	798	672	188	178	3
PTPRR	7245	1	204	517	281	110	0
PLA2G7	7248	0	68	932	72	38	0
GK5	6207	11	605	732	219	466	118
ANAPC7	6458	7	452	739	144	548	10
GTF3A	6799	67	506	415	80	457	34
C6orf105	7800	22	464	40	16	15	1
TPP2	5389	69	1460	355	29	752	304
SSR3	4696	47	1558	918	311	612	216
OSR2	8336	0	12	9	1	0	0
GPR125	7282	2	398	564	37	74	1
MGC33556	6570	29	1	93	902	175	588
NDUFA3	6917	23	786	76	115	430	11
SLC13A2	8127	2	13	101	115	0	0
FRMPD3	7098	52	10	5	726	77	390
NUMBL	7739	298	174	0	118	8	21
NNMT	8247	0	57	48	2	4	0
CPM	6964	8	437	510	258	173	8
CPSF3L	8033	7	243	0	0	56	19
DGCR6L	8348	0	0	1	2	2	5
AKT3	7450	0	239	389	62	218	0
EYA2	8272	0	0	36	50	0	0
DYNLRB1	7371	2	519	186	10	267	3
NDUFAF2	7413	52	443	269	22	150	9
ATP6V1A	5698	7	270	1430	407	541	5
NGDN	6418	7	664	801	161	295	12
ZNF304	6999	2	258	727	210	157	5
TAF11	5728	9	383	1352	335	547	4
MYBL1	7726	0	101	276	236	19	0
SPATA5L1	5582	55	1162	534	94	562	369
WASF2	8289	0	4	47	15	3	0
SERPINB6	7767	1	221	219	8	141	1
LOC642236	8349	0	8	0	0	1	0
SLC38A4	7871	0	5	442	40	0	0
ADAT2	7773	0	16	178	365	26	0
ZNF253	6173	6	235	1474	215	251	4
RPL23AP7	6858	7	411	421	72	575	14
PAH	8280	0	7	52	16	3	0
SLC12A5	7865	5	1	3	338	34	112
NRD1	8292	0	1	60	2	3	0
C19orf2	5079	57	1173	1098	324	573	54
CDS2	8203	0	0	59	19	77	0
LOC390561	7907	0	0	4	144	49	254
H2AFY	5884	9	313	1210	319	621	2
ARPC5L	8283	5	52	0	0	15	3
APOC3	8358	0	0	0	0	0	0
ADCY6	7339	2	61	606	262	80	8
COL12A1	8205	0	28	121	1	3	0
GDPD3	7419	72	382	95	169	171	50
DMBT1	8218	0	13	46	81	0	0
DCPS	6610	16	510	698	122	391	11
TMEM14B	6286	146	1080	43	2	595	206
CMPK2	7863	0	133	328	20	14	0
C10orf56	7546	8	295	194	198	113	4
JDP2	7163	12	665	183	79	251	5
LOC124512	7853	20	160	0	0	296	29
C7orf23	5549	205	1459	80	9	796	260
HLA-DPA1	7283	12	928	75	28	30	2
ARHGEF6	7503	0	224	355	43	233	0
MCC	7089	0	173	829	137	130	0
MEOX2	8343	0	0	15	0	0	0
SAE1	5979	13	350	1104	340	568	4
SNX14	6498	152	969	53	2	541	143
ALG6	5820	195	1303	52	8	749	231
MUC2	8195	0	5	124	32	2	0
HHEX	7446	0	6	854	41	11	0
REG3A	7970	0	5	122	260	1	0
CDKN2B	7230	26	419	240	271	152	20
NPIP	7374	529	142	20	152	20	121
FAM84B	6239	175	1097	26	1	631	189
DEPDC1	7169	0	70	940	96	83	0
WDR27	7433	0	0	8	262	174	481
THUMPD3	6010	168	1335	56	0	616	173
IL10RA	7542	3	217	263	140	191	2
KIAA0133	7281	84	296	150	95	423	29
USP9X	7662	0	271	282	50	90	3
LRRC16A	5908	14	997	628	181	518	112
LOC344887	7591	9	35	296	384	25	18
GPR177	5426	4	630	1702	345	245	6
RBM23	6754	7	780	29	0	646	142
ABCD3	6103	0	42	1828	302	83	0
IAH1	5161	13	960	1378	364	403	79
KCNH1	7682	0	0	5	128	108	435
LUC7L	7293	21	805	44	107	85	3
FAM96B	6529	44	1113	26	1	483	162
TMPRSS6	7761	0	0	3	160	110	324
PRO2852	8265	0	30	35	1	27	0
TFPI2	8354	0	0	4	0	0	0
PCDHGA10	8095	0	0	34	72	93	64
BIVM	6852	75	606	296	13	351	165
C17orf91	7523	86	441	40	168	51	49
TCTEX1D2	7509	10	283	383	26	140	7
OTC	8341	0	5	9	3	0	0
C6orf190	7795	0	9	501	45	8	0
SLBP	6417	124	874	2	0	711	230
ERH	6370	22	1051	339	85	449	42
SLC29A1	6540	2	72	1021	596	116	11
ELK3	5660	19	1092	991	413	139	44
PRDX2	6801	536	93	34	708	57	129
SLC16A4	7234	1	169	687	151	116	0
LOC441453	7269	1	188	721	131	47	1
NUDT7	6424	8	427	1156	145	192	6
MRPL38	6739	19	340	481	192	582	5
FRMD4B	7113	19	729	228	59	204	6
LOC284926	7398	43	244	361	70	235	7
CCNDBP1	6016	35	1450	346	66	384	61
ZNF273	8255	51	9	20	17	6	0
NBR2	7308	1	10	433	521	84	1
MMAA	7222	7	195	700	45	185	4
ZNF322B	5449	12	712	1396	326	444	19
TRIM38	6048	2	299	1287	141	575	6
FLJ38973	7064	64	551	0	0	521	158
MRPL41	6986	37	945	91	13	268	18
ACVR1	5214	15	909	1146	337	619	118
TEAD4	6934	3	126	513	564	204	14
ADM	8205	1	20	103	28	1	0
FGGY	7245	1	42	593	314	155	8
C4orf7	8016	0	5	208	111	18	0
SGCB	5942	1	399	1530	279	204	3
SCHIP1	7919	8	128	154	112	35	2
MLPH	8235	2	91	27	0	3	0
CLDN4	7899	0	4	365	90	0	0
LMOD1	8218	0	4	85	3	48	0
MRPS33	5973	17	822	419	80	938	109
CDC7	7421	34	276	390	45	192	0
RNPC3	8080	2	54	101	96	23	2
FAM73A	6529	9	403	722	191	437	67
ProSAPiP1	8065	27	32	14	165	21	34
FOXK1	6488	8	350	1066	295	130	21
PAPD5	5990	35	1232	361	66	466	208
LOC150759	8249	0	12	61	6	30	0
EIF2AK4	4896	38	1493	661	190	773	307
FLI1	6986	0	155	892	154	171	0
KIAA1274	7915	25	47	15	341	2	13
GOLGB1	8358	0	0	0	0	0	0
TMEM157	7046	88	557	0	0	520	147
LOC100133686	6012	320	32	14	1101	261	618
TPH1	7554	0	74	520	207	3	0
CCL8	7566	0	1	648	142	1	0
RPS6KB1	6416	128	969	18	0	575	252
KIAA1702	5315	13	1134	807	208	734	147
FXYD2	5884	61	1	62	1016	353	981
C18orf10	6054	3	265	1438	215	380	3
SPTBN1	6409	2	131	1207	378	226	5
ACAN	8358	0	0	0	0	0	0
VLDLR	7778	0	137	356	75	12	0
ATP5S	6371	11	610	932	322	104	8
NKAIN2	7734	0	9	396	217	2	0
MSN	6997	10	1137	113	38	63	0
CSMD1	7401	152	1	23	367	194	220
FCHSD2	5898	17	841	930	284	351	37
ALDH1L1	8344	0	0	2	12	0	0
ARHGEF18	7717	2	187	147	168	135	2
ARHGAP12	7251	26	566	139	13	296	67
WIPI1	7958	7	266	43	1	81	2
HISPPD1	6096	26	856	759	200	360	61
WDR48	6515	3	129	955	252	501	3
MGC3260	6954	4	89	1118	127	63	3
FXYD5	6843	4	135	1105	185	85	1
IGF2	7987	5	258	43	53	12	0
HES6	8358	0	0	0	0	0	0
ST6GALNAC6	7746	71	81	181	243	20	16
ETV2	7003	46	1	9	639	179	481
TBC1D8B	5862	9	466	1314	293	407	7
OMA1	7011	60	545	0	0	582	160
CILP	8256	0	6	82	6	8	0
PTCH1	6927	2	284	927	147	69	2
TRIP13	7121	63	281	423	122	334	14
ETS1	7515	1	450	201	68	118	5
SCRT1	8358	0	0	0	0	0	0
C21orf86	6259	340	17	18	868	324	532
ITM2B	7404	75	681	0	0	192	6
FCHO2	6201	47	1053	160	12	713	172
ADRA1D	8110	0	0	10	78	97	63
PHC3	7544	0	27	434	256	96	1
C9orf150	6937	16	563	594	57	189	2
C14orf159	6329	3	0	111	909	234	772
RAI14	8105	0	212	28	10	3	0
LOC152719	7113	444	104	30	578	50	39
GUCY1A3	8000	0	39	256	13	50	0
ACTN1	7512	4	269	414	90	68	1
NUDT6	7185	38	542	269	34	277	13
LOC100130623	8056	12	137	142	5	6	0
FAM13A1	7895	2	320	39	4	97	1
COX4NB	6532	35	1032	101	3	516	139
PPP1R14A	8056	1	48	93	134	24	2
DES	8075	43	44	84	79	31	2
TSTA3	7830	0	92	355	19	61	1
CD48	7032	0	103	869	198	155	1
NEUROD1	7749	0	1	546	59	3	0
CTDSPL2	4720	39	1243	958	235	916	247
TES	8267	8	69	0	0	14	0
LOC100130648	8358	0	0	0	0	0	0
SARDH	8107	0	0	4	51	50	146
DPH5	6247	22	528	977	161	413	10
LOC286208	7788	5	403	49	18	95	0
SFXN4	7364	77	575	2	0	289	51
COG2	5818	47	896	215	23	1173	186
SLC26A2	7604	146	486	24	82	7	9
FADS2	6739	49	0	25	574	252	719
ISCU	6597	8	946	83	7	627	90
SLC36A1	7394	8	192	253	352	146	13
ANKRD12	8315	1	10	28	3	1	0
ZNF294	6905	50	482	24	1	706	190
HTRA2	6223	22	706	708	154	458	87
LOC148189	7135	0	6	608	520	89	0
PKP3	6927	33	313	375	219	476	15
PHB	5490	95	1325	278	41	890	239
C18orf54	7858	55	108	184	47	93	13
PRSS16	7542	15	495	192	21	87	6
CACNG1	8337	0	0	0	5	3	13
LOC100132540	7396	533	151	18	155	16	89
ATP6AP1	7446	2	389	175	6	340	0
KRT6B	7646	0	3	379	321	9	0
VPS37A	4604	59	1537	892	237	736	293
FAM107B	7581	7	579	113	44	33	1
ZDHHC21	6811	7	118	558	633	162	69
ACTA2	7868	32	132	99	203	20	4
WWP1	5939	14	755	931	170	536	13
MGC5370	6990	24	497	526	91	223	7
C20orf66	7899	34	1	18	175	126	105
CD14	7240	0	262	560	175	119	2
DIDO1	4763	42	1563	734	115	690	451
C18orf8	7083	4	572	5	0	562	132
BRWD1	7135	42	147	703	89	233	9
TWISTNB	5246	17	876	1208	354	643	14
CDK4	6251	10	160	1300	269	360	8
METTL4	6702	2	97	669	689	178	21
TBC1D9	6794	8	653	601	172	127	3
NIN	6996	0	208	968	139	47	0
LOC254057	7502	13	64	197	521	47	14
PLEKHG1	6244	10	559	1057	222	259	7
AHSA2	8177	1	69	22	55	34	0
LRP8	7578	0	19	425	323	13	0
FLII	6238	17	459	669	253	717	5
PRIM1	6790	4	173	863	197	330	1
TMEM57	6314	1	179	1522	115	224	3
RAB27A	6932	4	291	951	150	30	0
MED25	7451	16	713	81	17	70	10
SUV39H2	6604	70	498	540	144	482	20
GSTA4	7722	3	211	287	18	113	4
ADAMTS5	8151	0	13	178	6	10	0
MAN1C1	7463	0	100	623	42	130	0
ATL3	6552	23	1054	346	85	280	18
ETV1	7797	0	54	491	14	2	0
H2BFM	8358	0	0	0	0	0	0
TRIM2	6968	117	623	0	0	512	138
KIAA1648	8358	0	0	0	0	0	0
TUBGCP3	5483	6	737	1361	341	410	20
P2RY5	6089	13	525	1094	190	437	10
MCAM	8258	0	57	29	6	8	0
PRDM10	7097	9	217	690	102	237	6
C14orf135	6215	13	531	653	157	772	17
LYNX1	8281	1	1	0	24	21	30
TC2N	5194	24	1136	1147	410	388	59
HDDC2	6673	148	876	0	0	511	150
PABPN1	8203	0	57	39	31	28	0
SUPT16H	7953	1	33	292	70	9	0
KCNQ4	6463	162	6	75	756	287	609
LOC254559	6846	139	4	40	529	271	529
BEX2	8035	0	169	142	12	0	0
LOC390354	6924	191	717	92	135	246	53
KIAA0859	6544	117	834	0	0	669	194
KCNQ2	7918	0	0	14	194	88	144
CTPS2	6144	58	659	694	167	593	43
TUFM	8134	8	93	0	0	111	12
PCDHA1	8352	0	0	6	0	0	0
NPDC1	7685	0	123	419	94	37	0
PLXNC1	6608	0	272	1262	185	31	0
KIN	5917	19	872	820	188	483	59
CBR4	6561	10	468	742	176	367	34
C4orf28	7690	50	46	182	332	40	18
FKBP1B	7640	2	514	171	12	19	0
TCN1	7026	0	36	484	793	19	0
SSBP2	7351	4	412	338	132	118	3
ENTPD4	8358	0	0	0	0	0	0
GMDS	8202	7	115	0	0	34	0
DEFA5	7914	0	3	269	171	1	0
SORCS2	8258	0	0	7	41	17	35
PRRG4	4843	35	1626	660	128	732	334
LMCD1	8355	0	0	0	3	0	0
C5orf25	6645	34	770	316	64	482	47
MGEA5	8358	0	0	0	0	0	0
GLT8D4	7851	0	28	452	26	1	0
TUBG1	6602	19	438	665	99	526	9
RGMA	7584	97	344	33	182	82	36
IL16	7888	15	176	5	245	12	17
FLJ33630	8089	3	65	121	70	5	5
DACH1	6982	18	283	680	282	108	5
LOC339666	7258	8	0	8	452	133	499
CDKN3	5870	6	573	1261	316	331	1
WDR5B	7656	0	30	633	29	10	0
DCTN3	6915	17	786	22	0	517	101
FBXL3	7170	5	626	268	26	248	15
PER3	7908	0	44	303	100	3	0
CRIP1	7925	0	72	294	56	11	0
MAGOH	5531	188	1491	57	2	742	347
C22orf39	5620	3	360	1633	255	481	6
CEACAM6	8010	2	135	191	5	15	0
IRF2	6028	44	1139	488	91	422	146
USP10	7516	19	245	283	125	168	2
FBXO34	8258	3	49	0	0	47	1
PRKCA	7949	2	228	96	20	63	0
CNR1	8259	0	23	66	8	2	0
TOR3A	5917	31	1006	209	28	932	235
RAB31	7723	1	432	96	4	102	0
MMP12	6646	9	487	959	238	19	0
ZNF658	7453	10	115	669	42	68	1
SAMHD1	6712	0	30	1385	150	81	0
CAMK2N1	7055	93	591	147	179	270	23
TMEM68	6914	6	203	691	88	446	10
WBP1	7088	2	73	862	240	92	1
NAP1L4	6415	5	265	789	253	621	10
ITPR2	6848	7	469	781	118	132	3
FBXW11	7878	1	177	16	0	228	58
DGAT1	7250	4	653	150	10	288	3
EIF4G1	7179	16	748	57	73	284	1
ZFP3	7363	0	163	630	41	160	1
MGC33894	6397	141	9	14	1016	212	569
ZKSCAN1	5323	19	906	1244	338	494	34
GNG8	8358	0	0	0	0	0	0
ACPT	7993	0	0	20	133	65	147
NET1	6003	41	1300	276	39	560	139
PPAP2A	7113	8	647	221	148	217	4
SNHG1	7241	38	400	527	118	34	0
HIST1H2AG	7422	1	84	656	142	51	2
MAPT	6220	137	4	36	783	414	764
SERTAD2	7058	10	827	198	53	181	31
ACSL4	6634	8	501	723	219	238	35
LRCH2	7996	0	25	271	20	46	0
DKFZp686O1327	8166	0	0	3	104	3	82
ADCY1	8263	0	0	2	51	3	39
GUK1	7166	76	861	1	0	217	37
GEMIN4	6835	52	456	385	82	518	30
RPP40	6720	136	525	380	151	378	68
CADPS	6959	2	47	540	762	45	3
FAM148B	8323	2	4	0	16	2	11
FCGR3B	8149	0	4	150	53	2	0
FUT5	6564	16	425	464	206	677	6
C9orf91	7266	30	423	253	19	357	10
EGR1	8315	0	40	0	0	3	0
ZNF678	7996	1	49	299	9	4	0
C1orf91	8041	0	0	0	122	18	177
GUCA1C	8358	0	0	0	0	0	0
RAC3	8358	0	0	0	0	0	0
ABCB9	6465	26	1	105	976	178	607
ALDH5A1	5598	209	1528	117	16	636	254
GRSF1	7510	45	439	0	0	326	38
CEP27	6435	607	127	36	952	77	124
TPR	6742	68	964	252	64	234	34
GZMM	7911	113	9	4	141	79	101
PSTK	7096	8	123	744	222	163	2
ELP4	7043	30	78	536	143	487	41
GALNAC4S-6ST	7887	0	263	116	13	79	0
SNHG8	6934	42	255	678	79	345	25
LTB4DH	5887	7	299	1274	356	533	2
FLJ35348	7123	3	223	787	88	134	0
SLC38A6	6450	4	448	967	140	336	13
WDR41	5665	57	952	897	205	517	65
RPL27A	8334	15	2	1	4	1	1
PI3	8340	0	2	13	3	0	0
LOC391356	6757	31	969	53	1	457	90
PLXNA2	7430	26	58	324	386	93	41
C14orf106	5218	24	958	1145	361	606	46
FAM69B	7225	16	0	54	446	173	444
BRMS1L	6289	8	551	772	167	555	16
LOC100130544	8272	0	1	35	47	2	1
DHX40	5896	25	686	1098	182	436	35
CSAG2	7782	129	9	10	242	108	78
TMEM55B	8053	3	89	0	0	179	34
MGST3	6749	17	902	295	48	340	7
PDE11A	6025	320	15	15	1082	279	622
PARVA	7219	21	618	221	13	256	10
SFXN1	7591	1	305	272	54	135	0
LOC100128868	8151	0	9	75	104	19	0
GLT8D1	5000	60	1285	923	275	715	100
CLCN5	8240	0	0	80	38	0	0
BEST1	7889	0	0	7	159	82	221
ZNF775	7142	4	0	11	573	168	460
FBXO27	8358	0	0	0	0	0	0
MRPS9	8113	7	142	0	0	85	11
ADAMTSL3	8305	0	0	46	0	7	0
TTC3	6656	130	885	3	0	527	157
stromal cell derived factor 4	6700	112	1201	9	0	272	64
LOC134145	5008	25	1021	954	226	912	212
KDELC2	7487	6	175	542	95	50	3
C5orf34	7625	0	17	408	223	84	1
POU2AF1	7851	2	451	43	5	6	0
SEC61A1	6165	0	165	1351	344	332	1
ZNF558	7228	58	194	321	127	396	34
MRTO4	7291	11	231	495	49	276	5
CP	7678	0	61	386	204	29	0
SAP30L	8189	43	6	3	91	14	12
ABHD14B	6954	1	111	1023	134	135	0
QKI	7559	2	361	241	49	146	0
MYNN	6250	7	411	746	116	797	31
MAFK	8309	0	37	1	0	10	1
LIX1L	7605	0	205	313	34	201	0
C9orf72	7200	1	78	740	265	73	1
KLK11	7248	3	37	399	639	24	8
DPP8	6516	12	595	756	209	243	27
SEC63	6159	222	1238	3	0	546	190
CDCA2	7190	26	308	391	138	299	6
LOH11CR2A	7334	3	448	312	31	227	3
DDR1	7140	27	835	40	108	204	4
PABPC1	7322	42	703	27	3	233	28
INF2	8040	2	5	11	261	7	32
ANKRD29	8167	0	5	102	84	0	0
DNAJC9	5931	234	1360	10	1	600	222
CIP29	7083	73	612	0	0	495	95
C7orf31	7399	1	197	607	75	79	0
ARL17	8294	0	7	44	2	11	0
DR1	5234	60	1443	212	37	1003	369
ZFX	6855	0	17	602	736	135	13
AREG	8128	5	109	54	51	11	0
PPP2R3C	6875	63	690	87	11	493	139
VASP	7458	6	238	175	9	470	2
ALKBH7	6572	19	446	483	179	650	9
LOC100133896	7757	6	0	12	306	101	176
SLITRK6	7434	2	175	654	85	8	0
ARSE	7154	7	281	759	146	10	1
UBTF	7170	30	2	12	699	134	311
KIAA1826	5503	43	1170	689	209	503	241
LOC440348	7609	453	60	10	207	1	18
MANEA	5901	19	650	1213	248	301	26
NKX2-8	8068	0	0	1	47	61	181
TXNDC12	7604	36	390	0	0	285	43
EXDL2	8348	1	3	0	0	5	1
MS4A8B	8001	1	122	82	152	0	0
C4orf34	7229	12	700	306	52	56	3
BNC2	8266	2	0	1	82	1	6
MFAP4	7269	33	150	375	428	72	31
FKSG49	6694	495	125	73	814	53	104
TCTN1	8164	0	0	4	100	22	68
HIST1H2AC	7549	0	424	293	17	75	0
MAP2K1	5953	56	1057	27	0	909	356
PTPN9	8358	0	0	0	0	0	0
TFDP1	5000	92	1485	415	54	939	373
PARP2	6212	83	623	675	74	679	12
TMEM20	7890	0	22	342	77	27	0
ARFGEF1	5665	7	317	1384	427	554	4
TRIOBP	6702	2	263	824	159	406	2
FEM1B	7287	28	612	218	24	171	18
ABCA8	7022	2	285	641	314	94	0
ADO	5238	99	1400	68	3	1117	433
MRPL22	5846	23	653	691	104	962	79
KIAA0423	5345	14	849	1250	399	465	36
CENPA	6759	69	483	591	65	387	4
C19orf52	6890	5	89	432	575	307	60
SMARCC2	7747	10	553	3	1	44	0
LOC642313	8336	0	0	1	10	0	11
ATAD4	8237	10	88	10	10	3	0
EPB41L5	6671	3	274	1026	244	133	7
FGF7	8088	0	50	201	2	17	0
IGFBP3	6360	3	111	1485	310	89	0
FGF13	7842	2	182	302	12	18	0
LOC727916	7183	3	192	825	97	56	2
GATM	6321	1	362	1313	225	136	0
SEC23A	6612	31	1092	249	79	244	51
FAM126A	7346	0	321	487	100	104	0
ZC3H7A	7229	0	282	640	52	155	0
NUDT12	6268	8	260	1416	322	82	2
OMP	7858	64	0	10	143	123	160
SOD2	5998	14	938	862	318	201	27
ZCCHC8	7115	121	668	0	0	362	92
DDR2	7494	2	158	285	357	60	2
DDX23	8358	0	0	0	0	0	0
DCBLD2	6866	33	498	669	93	192	7
USP53	7315	74	645	55	8	208	53
KIAA0841	8278	0	0	54	4	22	0
DOCK5	8105	4	117	88	18	25	1
LOC100132618	8141	41	0	5	66	32	73
MLLT3	5835	9	627	1265	399	201	22
TAF9B	7979	0	57	267	30	25	0
RACGAP1	5701	46	1065	801	252	454	39
RPA1	6464	139	953	2	0	600	200
ACOT9	6656	13	554	465	89	570	11
KPNA5	7331	3	276	587	32	128	1
NKAP	6966	13	511	339	58	455	16
MOGAT3	7674	0	32	455	149	48	0
FAM59A	7537	6	224	367	37	184	3
NXNL1	5488	367	29	32	1361	297	784
WFDC8	8358	0	0	0	0	0	0
ITCH	7083	0	16	551	635	73	0
CYR61	8042	7	214	66	18	11	0
RPE	5582	81	1238	542	169	621	125
RABAC1	6957	3	975	217	62	143	1
C6orf199	8334	0	12	10	0	2	0
SVOPL	8338	0	0	11	9	0	0
TNFSF10	6746	12	814	444	159	164	19
SAPS2	7139	418	60	35	596	57	53
LAMP1	6112	3	280	1125	352	480	6
