MRFAP1L1	7.98041091133005	156.41351937391	7.48041091133005	8.48041091133005
CFDP1	5.89386038888889	133.371610995577	5.39386038888889	6.39386038888889
LOC100130339	5.91130592344498	93.6748400824626	5.41130592344498	6.41130592344498
SFN	8.75150407687627	94.3549683651667	8.25150407687627	9.25150407687627
PPP1R3B	7.32051415138901	135.350106463661	6.82051415138901	7.82051415138901
LOC220077	4.90510371127013	105.672026196518	4.40510371127013	5.40510371127013
DHRS9	8.71770305318567	224.389202778451	8.21770305318567	9.21770305318567
KCNJ12	4.83383226838235	104.348283271081	4.33383226838235	5.33383226838235
ABCF2	7.11843853258547	152.911154610438	6.61843853258547	7.61843853258547
C1orf21	9.21478529073101	95.9103756577132	8.71478529073101	9.71478529073101
BLNK	7.72105317948718	116.001961260622	7.22105317948718	8.22105317948718
MTFMT	6.16992545265151	122.685440369826	5.66992545265151	6.66992545265151
ATPBD4	6.54257991003702	127.589307563579	6.04257991003702	7.04257991003702
LOC728099	4.3908483394526	121.346430615211	3.8908483394526	4.8908483394526
NPAS2	5.54983225379693	142.244233118276	5.04983225379693	6.04983225379693
MFHAS1	7.5634006293578	102.120999154484	7.0634006293578	8.0634006293578
CAB39L	7.06765966131314	108.171254040242	6.56765966131314	7.56765966131314
SULT1C2	5.94002625307629	256.988484483391	5.44002625307629	6.44002625307629
LOC728198	4.809171405	265.56099253438	4.309171405	5.309171405
DMN	8.66546515318627	187.711720707762	8.16546515318627	9.16546515318627
C14orf153	7.83712320949792	135.748578873421	7.33712320949792	8.33712320949792
METTL7B	8.48210354599761	102.213265364084	7.98210354599761	8.98210354599761
ERICH1	6.33010232884268	90.596790565986	5.83010232884268	6.83010232884268
ARF6	8.12913925509839	179.952411226376	7.62913925509839	8.62913925509839
CAMTA1	9.16165885447263	104.298257827753	8.66165885447263	9.66165885447263
PTGER3	4.67162126984576	154.07496823431	4.17162126984576	5.17162126984576
MED12	6.6556869502924	147.437380660859	6.1556869502924	7.1556869502924
KIAA1618	5.37767808110591	145.220302890347	4.87767808110591	5.87767808110591
AKT1	7.76392627422721	144.656262289762	7.26392627422721	8.26392627422721
SOD1	11.071642231746	110.847137071523	10.571642231746	11.571642231746
