PRKAB1	ArrayID	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	SOX1	15	18	14	15	0.250	0.00	0.00	0.250	0.471	0.529	0.467	0.471
PRKAB1	PKD1L2	11	21	10	15	0.289	0.00	0.00	0.250	0.417	0.602	0.420	0.491
PRKAB1	SNORD16	0	2	0	0	1.00	0.577	1.00	1.00	0.00	0.667	0.00	0.00
PRKAB1	SLC6A19	22	15	6	23	-1.50	1.49	1.94	-1.46	0.669	0.390	0.203	0.678
PRKAB1	ARHGAP39	17	0	0	27	-3.78	3.32	3.32	-2.43	0.944	0.00	0.00	0.964
PRKAB1	RASA3	0	31	24	1	3.74	-3.06	-3.92	3.61	0.00	0.954	0.942	0.0344
PRKAB1	YEATS2	0	13	9	0	2.45	-1.77	-2.50	2.45	0.00	0.929	0.900	0.00
PRKAB1	BBIP1	0	19	9	0	2.65	-1.66	-3.46	2.65	0.00	0.950	0.900	0.00
PRKAB1	MIR553	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	ALG14	20	0	0	21	-3.16	3.32	3.32	-3.02	0.952	0.00	0.00	0.955
PRKAB1	NOTUM	7	25	28	4	2.59	-2.58	-2.36	2.84	0.203	0.795	0.813	0.127
PRKAB1	PLA2G2E	40	0	37	0	0.156	1.00	0.162	1.00	0.744	0.00	0.724	0.00
PRKAB1	MIR1252	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	CBFA2T2	10	1	3	10	-1.63	2.04	1.77	-1.63	0.774	0.0833	0.214	0.774
PRKAB1	SPATA3	39	0	36	1	0.00	1.00	0.164	0.00	0.744	0.00	0.711	0.263
PRKAB1	VDR	19	4	1	27	-2.85	2.67	3.02	-2.12	0.848	0.146	0.0411	0.887
PRKAB1	TBC1D10C	3	22	18	10	2.21	-1.50	-1.73	1.70	0.126	0.756	0.719	0.324
PRKAB1	PRPS1	0	18	22	0	3.16	-3.00	-2.50	3.16	0.00	0.947	0.957	0.00
PRKAB1	KIAA0494	0	6	6	5	1.73	-1.00	-1.00	1.06	0.00	0.679	0.679	0.417
PRKAB1	DCAF7	5	5	5	5	0.408	0.408	0.408	0.408	0.455	0.455	0.455	0.455
PRKAB1	RNASEH2C	9	2	9	10	-0.756	1.34	0.866	-0.707	0.612	0.160	0.462	0.635
PRKAB1	RNF121	4	0	0	6	-1.41	1.73	1.73	-1.00	0.800	0.00	0.00	0.857
PRKAB1	MBD3L3	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	TFG	9	0	1	3	-0.756	1.73	1.50	-2.00	0.859	0.00	0.145	0.675
PRKAB1	MIR345	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	TADA2A	5	3	4	6	0.00	0.894	0.816	0.00	0.528	0.317	0.382	0.573
PRKAB1	ST20-MTHFS	36	1	35	2	0.00	0.707	0.167	0.00	0.724	0.138	0.704	0.276
PRKAB1	VEPH1	21	14	1	36	-3.02	2.20	3.18	-1.96	0.748	0.332	0.0349	0.827
PRKAB1	OCEL1	36	1	2	21	-2.45	3.47	3.36	-4.00	0.935	0.0349	0.0673	0.894
PRKAB1	VASH2	1	36	33	1	4.01	-3.58	-3.88	4.01	0.0274	0.947	0.943	0.0274
PRKAB1	MIR4644	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	TOMM5	12	2	4	13	-1.41	1.89	1.67	-1.33	0.753	0.129	0.229	0.767
PRKAB1	SERPINB8	7	14	21	4	1.66	-1.67	-1.25	1.90	0.280	0.687	0.766	0.182
PRKAB1	SNORA69	21	13	14	17	-0.459	0.750	0.728	-0.516	0.592	0.395	0.413	0.540
PRKAB1	OR1S2	0	1	0	0	1.00	0.707	1.00	1.00	0.00	0.500	0.00	0.00
PRKAB1	ARGFX	21	12	33	2	1.15	-1.89	-0.945	2.12	0.500	0.576	0.758	0.0944
PRKAB1	KCTD18	0	40	1	36	1.00	0.00	0.00	0.164	0.00	0.748	0.263	0.707
PRKAB1	PCDHB6	3	32	19	4	2.94	-2.13	-3.33	2.84	0.107	0.877	0.809	0.137
PRKAB1	PLEKHA7	14	2	8	16	-1.67	2.12	1.60	-1.51	0.716	0.111	0.334	0.741
PRKAB1	PEPD	5	0	8	4	-0.500	1.41	0.632	-0.577	0.595	0.00	0.593	0.554
PRKAB1	PASK	11	2	6	3	0.00	0.577	0.378	0.00	0.698	0.238	0.467	0.400
PRKAB1	SIDT2	2	2	0	4	0.00	1.00	1.41	0.00	0.533	0.343	0.00	0.686
PRKAB1	HSFX2	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	TTC35	3	2	3	4	0.00	0.577	0.500	0.00	0.464	0.310	0.402	0.536
PRKAB1	CACNG6	13	23	18	14	0.970	-0.671	-0.775	0.943	0.379	0.613	0.554	0.396
PRKAB1	MIR563	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	MIR1184-3	0	0	0	0	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00
PRKAB1	AGAP1	8	2	3	15	-2.00	1.89	1.77	-1.21	0.697	0.146	0.204	0.811
PRKAB1	PDZD9	14	16	7	27	-1.26	1.09	1.44	-0.834	0.544	0.440	0.259	0.693
PRKAB1	ZNF526	9	1	0	7	-1.22	1.79	2.00	-1.50	0.859	0.101	0.00	0.826
PRKAB1	PSENEN	19	1	2	18	-2.41	2.85	2.71	-2.53	0.884	0.0488	0.0931	0.879
PRKAB1	RETN	16	21	24	8	1.28	-1.25	-1.15	1.60	0.406	0.626	0.656	0.255
