A2M	3.47439614486152	0.0359848484848485	Both
AASS	3.87298334620742	0	Both
ABCA1	3.5	0.0616698292220114	Both
ABCA6	3.75	0.032563025210084	Both
ABCC1	3.46410161513775	0	Both
ABCC9	3.01511344577764	0.0446428571428571	Both
ABI2	3.46410161513775	0	Both
ABL2	3.16227766016838	0	Both
ABLIM3	4	0	Both
ACSL1	3.3166247903554	0	Both
ACSL4	4.35889894354067	0	Both
ACSS3	4.12310562561766	0	Both
ACTN1	3.16227766016838	0	Both
ACVR1	3.74165738677394	0	Both
ADAM12	3.87298334620742	0	Both
ADAM23	3.53553390593274	0.0874155405405405	Both
ADAMTS1	3.75	0.0313706563706564	Both
ADAMTS10	3.25	0.0954545454545455	Both
ADAMTS12	4.12310562561766	0	Both
ADAMTS14	3.20713490294909	0.072258064516129	Both
ADAMTS2	4.12310562561766	0	Both
ADAMTS3	3.74165738677394	0	Both
ADAMTS4	3.39549875050866	0.0874155405405405	Both
ADAMTS5	4.24264068711929	0	Both
ADAMTS6	4.12948320967011	0.0272058823529412	Both
ADAMTS7	3.17542648054294	0.0409698996655518	Both
ADAMTS9	3.74165738677394	0	Both
ADARB1	3.35658556671309	0.0685714285714286	Both
ADCY1	3.61478445646026	0.0328663793103448	Both
ADCY3	3.32820117735137	0.0378571428571429	Both
ADCY4	3.47439614486152	0.034647550776583	Both
ADCY7	3.20713490294909	0.0703703703703704	Both
ADPRH	3.88057000058133	0.0299107142857143	Both
ADRB2	3.17542648054294	0.0402576489533011	Both
ADRBK2	3.5	0.063894523326572	Both
AFAP1L1	4.24264068711929	0	Both
AFAP1L2	3.3166247903554	0	Both
AGPAT4	3.61478445646026	0.034647550776583	Both
AHNAK2	3.61478445646026	0.0339080459770115	Both
AHR	3.63803437554499	0.0608294930875576	Both
AIF1L	3.01511344577764	0.0405844155844156	Both
AKAP12	4	0	Both
AKAP13	3.16227766016838	0	Both
AKAP6	3.32820117735137	0.0353598014888337	Both
AKT3	4.35889894354067	0	Both
ALDH1A3	3.60555127546399	0	Both
ALDH1L2	3.74165738677394	0	Both
ALOX5	3.20713490294909	0.0717948717948718	Both
ALPL	3.5	0.0606617647058824	Both
AMIGO2	3.74165738677394	0	Both
AMOTL1	4.12310562561766	0	Both
AMPH	4	0	Both
ANGPT1	4.00693842672377	0.0286290322580645	Both
ANGPT2	4.12310562561766	0	Both
ANGPTL1	3.17542648054294	0.0348557692307692	Both
ANGPTL2	3.88057000058133	0.0298573975044563	Both
ANK1	3.25	0.0941176470588235	Both
ANK2	3.46410161513775	0	Both
ANKDD1A	3.74165738677394	0	Both
ANKRD29	3.75	0.0308349146110057	Both
ANKRD33B	3.35658556671309	0.0667408231368187	Both
ANKRD6	3.60555127546399	0	Both
ANO2	3.75	0.030952380952381	Both
ANO6	4.24264068711929	0	Both
ANP32E	3.3166247903554	0	Both
ANTXR1	4.24264068711929	0	Both
ANXA1	3.61478445646026	0.032563025210084	Both
ANXA5	3.74165738677394	0	Both
ANXA6	3.5	0.065	Both
AOX1	3.63803437554499	0.0588744588744589	Both
AP1S2	4.00693842672377	0.0286650286650287	Both
APBB1IP	3.53553390593274	0.0863486842105263	Both
APH1B	3.74165738677394	0	Both
APOBEC3G	3.20713490294909	0.0703030303030303	Both
APOL1	3.17542648054294	0.0428571428571429	Both
APOL3	3.61478445646026	0.0347058823529412	Both
APOL6	3.3166247903554	0	Both
APOLD1	3.60555127546399	0	Both
AQP9	3.75	0.0303030303030303	Both
ARFGAP3	3.46410161513775	0	Both
ARHGAP20	3.39549875050866	0.0905405405405405	Both
ARHGAP23	3.75	0.030952380952381	Both
ARHGAP24	3.88057000058133	0.0304147465437788	Both
ARHGAP25	3.25	0.0941119691119691	Both
ARHGAP28	4	0	Both
ARHGAP29	4.24264068711929	0	Both
ARHGAP31	4	0	Both
ARHGAP6	3.88057000058133	0.0299107142857143	Both
ARHGDIB	3.25	0.096875	Both
ARHGEF10	3.75	0.0317540322580645	Both
ARHGEF15	3.61478445646026	0.0324074074074074	Both
ARHGEF17	4	0	Both
ARHGEF25	3.01511344577764	0.0425724637681159	Both
ARHGEF3	4.12310562561766	0	Both
ARHGEF6	3.77123616632825	0.0578990901571547	Both
ARID3A	3.01511344577764	0.0435185185185185	Both
ARID4B	3.32820117735137	0.0378787878787879	Both
ARID5B	3.74165738677394	0	Both
ARL10	3.53553390593274	0.0853365384615385	Both
ARL13B	3.75	0.031015037593985	Both
ARL4C	3.20713490294909	0.0727513227513227	Both
ARMCX1	3.60555127546399	0	Both
ARMCX2	4.12310562561766	0	Both
ARMCX3	3.46410161513775	0	Both
ARNTL2	3.60555127546399	0	Both
ARSB	3.16227766016838	0	Both
ARSG	3.46410161513775	0	Both
ARSK	3.46410161513775	0	Both
ASAP1	4.12310562561766	0	Both
ASPN	3.87298334620742	0	Both
ATP10A	3.32820117735137	0.0358974358974359	Both
ATP10D	3.74165738677394	0	Both
ATP11A	3.88057000058133	0.0300618921308576	Both
ATP11C	3.47439614486152	0.0360248447204969	Both
ATP2B4	4.24264068711929	0	Both
ATP8B2	4.24264068711929	0	Both
ATP8B4	3.47439614486152	0.034647550776583	Both
ATRX	3.5	0.0662393162393162	Both
ATXN1	3.60555127546399	0	Both
AVPR1A	4.00693842672377	0.0274436090225564	Both
AXL	3.05085107923876	0.0757575757575758	Both
B3GALNT1	4.00693842672377	0.0278201219512195	Both
B3GNT9	4	0	Both
BACE1	3.46410161513775	0	Both
BACH1	3.20713490294909	0.0707196029776675	Both
BAG2	4.12310562561766	0	Both
BAI3	3.53553390593274	0.0875	Both
BASP1	3.61478445646026	0.0322916666666667	Both
BBX	3.25	0.0972222222222222	Both
BCAT1	4.24264068711929	0	Both
