MTTP	1	IBD	4.6000870451701	1.82304484650269
PTGER3	1	IBD	6.82310730344032	5.91727914777749
POLI	2	IBD	8.71159300268038	8.32555742332206
DDX3X	1	IBD	13.2364233936993	12.6991283776045
MVD	1	Normal	9.59689490659598	10.0786053023129
WDFY3	1	IBD	9.85072641360706	9.21222576341714
MICALL2	2	Normal	10.5268634543482	10.8228271211906
CCDC153	1	Normal	3.94445416247458	4.54261649636293
AQPEP	1	IBD	5.14003551485607	3.76341301212076
CLDND2	2	Normal	3.55960085792835	4.08613913172069
TOMM5	1	Normal	9.73118938605283	9.94797380168948
BMX	1	IBD	7.08991234034865	6.19245536854107
SWI5	1	Normal	7.63199999379299	7.80994368097745
LRRC4B	1	IBD	6.46384319078378	6.2230028729004
MESDC1	1	Normal	9.79726838307792	9.81084260230018
EYA2	1	Normal	6.1286166606132	7.7538650737332
DGKI	1	IBD	1.84222844484745	0.95828235718247
BMPR1A	1	IBD	8.97056022245577	8.75831036927867
RP9P	1	Normal	6.52660745998494	6.65249951741352
TMEM180	1	Normal	7.07072481631624	7.62138414318985
PHKG2	1	Normal	9.35735262062378	9.87133553358582
IRF8	1	IBD	10.7693497360355	10.6258690075426
KLF16	1	Normal	9.34593878287259	9.9953029053705
MYLK	1	IBD	11.6071450519599	10.5696285767856
TPD52L1	1	IBD	7.84403306595997	7.76011373351956
PBX1	2	IBD	10.3015068801573	10.0396214333421
SRSF12	1	IBD	3.91293673475519	3.23365806310433
PRKCD	1	Normal	10.3102446071854	10.6376716238445
PTPMT1	1	Normal	8.6426503910091	8.92987478239642
SPEN	1	IBD	11.1591291886249	10.8007533530715
GRIK2	1	Normal	4.65315748559991	4.65694145643681
SARDH	1	IBD	6.17785309997203	5.52575915433422
C11orf74	1	Normal	6.77509327708183	6.94613040528076
CSRNP3	1	IBD	6.17998510725236	5.61629106496022
SSTR3	1	IBD	2.33976683143524	1.69083075472006
MMP25	2	IBD	8.30005572374529	7.31536762667527
HYLS1	1	Normal	6.23590154286506	6.54884303434289
KCNMB4	1	IBD	7.01253256647203	6.66059337461611
ARRDC1	1	Normal	10.120507455627	10.6755550390789
ICAM5	1	IBD	4.91883075833147	4.29094202659408
MYO16	1	IBD	3.70779999626102	2.7003060512282
TNRC6C	1	IBD	8.92578979367487	8.59508735850457
SERPINA5	1	IBD	5.62890871394201	5.47916748490159
CHD1	1	IBD	10.4203706699498	9.86504163534421
TREM2	1	Normal	3.7121282552244	3.96437431297252
ZNF880	1	IBD	6.91114830422579	6.51511392048729
QPRT	1	Normal	8.78496086129493	9.4416542360066
ST3GAL6	1	IBD	6.2784214818071	5.88627730549764
MXD1	1	IBD	10.8867146167084	10.7120089469464
SLC6A18	1	Normal	-0.249171427114842	0.551001347394884
TMEM99	1	Normal	6.68200025120405	6.88229156153874
GLS	1	IBD	10.0643284727974	9.435710709636
ADSSL1	1	Normal	6.27123748643685	6.3607049505611
NOS1	1	IBD	2.30206836674083	2.1925969164294
SSPN	1	IBD	8.39707266045343	8.25818297293941
ZNF32	1	Normal	8.66470105095545	8.79705799865813
TMEM25	1	IBD	7.53093613524643	7.05543315620575
BAALC	1	IBD	6.54202017009553	6.02013907404749
JUND	1	IBD	13.5275295581562	13.463115657047
PITPNM2	1	IBD	9.35931071965534	9.21398421091556
GRK4	1	IBD	4.84530383154994	4.34333954571605
SNX18	1	IBD	9.09444892309704	8.38320551592103
PMVK	1	Normal	9.20068010684098	9.79555500608669
SLC6A17	1	IBD	2.54039353608416	2.11102260943726
ATOH1	1	Normal	6.12332495015032	7.19883115230893
BMP5	1	Normal	6.70227292706221	7.20010613270361
MTNR1A	1	Normal	2.41739332106979	3.11036419652918
SHISA9	4	IBD	9.5086478416463	9.41499373987967
WNT5B	1	Normal	7.52471275870908	7.86953566801942
SUSD2	1	IBD	6.81605296179527	6.2641282130704
PSTK	1	Normal	5.2752632785038	5.69829946410404
FMO1	1	IBD	4.33498756494694	2.50789712886863
