name	pValue	fdr
MECP2 regulates transcription factors	0.0161230274449	0.139271129241
PECAM1 interactions	0.0225023610082	0.139271129241
POLB-Dependent Long Patch Base Excision Repair	0.0240910015362	0.139271129241
HDR through MMEJ (alt-NHEJ)	0.0240910015362	0.139271129241
TRAF3-dependent IRF activation pathway	0.0272608768696	0.139271129241
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	0.0304209023162	0.139271129241
Translesion Synthesis by POLH	0.0382780642298	0.139271129241
Other interleukin signaling	0.0414038446376	0.139271129241
ERK/MAPK targets	0.0414038446376	0.139271129241
Neutrophil degranulation	0.0416219748341	0.139271129241
Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.0429630883942	0.139271129241
Interleukin receptor SHC signaling	0.0460743010566	0.139271129241
Nuclear Events (kinase and transcription factor activation)	0.0460743010566	0.139271129241
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	0.0507229869027	0.139271129241
Myogenesis	0.0507229869027	0.139271129241
Immune System	0.0524223949956	0.139271129241
MAPK targets/ Nuclear events mediated by MAP kinases	0.0553499990637	0.139271129241
Innate Immune System	0.0578453694821	0.139271129241
Synthesis of IP3 and IP4 in the cytosol	0.061485800682	0.139271129241
DNA Damage Recognition in GG-NER	0.0630137841053	0.139271129241
Chromatin modifying enzymes	0.0643981606355	0.139271129241
Chromatin organization	0.0643981606355	0.139271129241
Dual Incision in GG-NER	0.0645393878297	0.139271129241
TRAF6 mediated IRF7 activation	0.0675834703281	0.139271129241
Formation of Incision Complex in GG-NER	0.0736432342717	0.139271129241
Interleukin-2 family signaling	0.0736432342717	0.139271129241
Resolution of Abasic Sites (AP sites)	0.0751522788857	0.139271129241
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	0.0751522788857	0.139271129241
PKMTs methylate histone lysines	0.0766589719645	0.139271129241
Interleukin-3, Interleukin-5 and GM-CSF signaling	0.0781633170061	0.139271129241
Signaling by Interleukins	0.0837611450294	0.139271129241
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	0.0856499437424	0.139271129241
DNA Damage Bypass	0.0901139661365	0.139271129241
HDACs deacetylate histones	0.0975077137942	0.139271129241
MAP kinase activation	0.106304362085	0.139271129241
Synthesis of PIPs at the plasma membrane	0.106304362085	0.139271129241
Interleukin-17 signaling	0.117905722142	0.139271129241
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.119345722418	0.139271129241
DNA Repair	0.119442943804	0.139271129241
SUMOylation of DNA damage response and repair proteins	0.123652244317	0.139271129241
Signaling by TGF-beta Receptor Complex	0.12936294752	0.139271129241
Transcriptional activation of mitochondrial biogenesis	0.132204933673	0.139271129241
Signaling by NTRK1 (TRKA)	0.136451280743	0.139271129241
Inositol phosphate metabolism	0.136451280743	0.139271129241
Global Genome Nucleotide Excision Repair (GG-NER)	0.139271129241	0.139271129241
