name	pValue	fdr
FGFR1c and Klotho ligand binding and activation	0.00133977525175	0.39351284015
Role of ABL in ROBO-SLIT signaling	0.00269416332042	0.39351284015
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.00324395207998	0.39351284015
FGFR1 ligand binding and activation	0.0112576324604	0.39351284015
Phospholipase C-mediated cascade: FGFR1	0.012295115583	0.39351284015
Activation of gene expression by SREBF (SREBP)	0.0163934372376	0.39351284015
PI-3K cascade:FGFR1	0.0193420399551	0.39351284015
SHC-mediated cascade:FGFR1	0.0206476089221	0.39351284015
FRS-mediated FGFR1 signaling	0.0219889806198	0.39351284015
RUNX2 regulates osteoblast differentiation	0.0277005457131	0.39351284015
Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.0278980587224	0.39351284015
Regulation of cortical dendrite branching	0.0297882559948	0.39351284015
Defective ABCC6 causes pseudoxanthoma elasticum (PXE)	0.0297882559948	0.39351284015
Negative regulation of FGFR1 signaling	0.0355752640334	0.39351284015
TFAP2 (AP-2) family regulates transcription of other transcription factors	0.0370969129839	0.39351284015
Downstream signaling of activated FGFR1	0.0389395495731	0.39351284015
RUNX2 regulates bone development	0.0424198892117	0.39351284015
PPARA activates gene expression	0.0435760128798	0.39351284015
TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.044351024173	0.39351284015
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	0.0451063500596	0.39351284015
Transcriptional regulation of white adipocyte differentiation	0.0491389706407	0.39351284015
HATs acetylate histones	0.0513717662195	0.39351284015
Reelin signalling pathway	0.0515509928349	0.39351284015
Nectin/Necl  trans heterodimerization	0.0515509928349	0.39351284015
Toxicity of botulinum toxin type C (BoNT/C)	0.0515509928349	0.39351284015
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.0535160223414	0.39351284015
Noncanonical activation of NOTCH3	0.0586972192894	0.39351284015
SLIT2:ROBO1 increases RHOA activity	0.0586972192894	0.39351284015
RNF mutants show enhanced WNT signaling and proliferation	0.0586972192894	0.39351284015
