name	pValue	fdr
WNT5A-dependent internalization of FZD4	0.000684431395648	0.0484120368822
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	0.000826217937757	0.0484120368822
Cargo recognition for clathrin-mediated endocytosis	0.00135546535146	0.0484120368822
The role of Nef in HIV-1 replication and disease pathogenesis	0.00142388343771	0.0484120368822
Clathrin-mediated endocytosis	0.00350895426654	0.0947417651965
Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)	0.00760184969639	0.122515444043
Membrane Trafficking	0.00776315278713	0.122515444043
Negative regulation of TCF-dependent signaling by DVL-interacting proteins	0.0094935993397	0.122515444043
Adenosine P1 receptors	0.0094935993397	0.122515444043
Signaling by NTRK1 (TRKA)	0.012768784465	0.122515444043
Nef Mediated CD8 Down-regulation	0.0151480358923	0.122515444043
PCP/CE pathway	0.0152888581964	0.122515444043
EPH-Ephrin signaling	0.0158757653612	0.122515444043
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	0.0170259310179	0.122515444043
Vesicle-mediated transport	0.0184065819132	0.122515444043
Nef Mediated CD4 Down-regulation	0.0189003777884	0.122515444043
Removal of aminoterminal propeptides from gamma-carboxylated proteins	0.0189003777884	0.122515444043
Signaling by NTRKs	0.0202490299174	0.122515444043
Nef mediated downregulation of MHC class I complex cell surface expression	0.0207713822929	0.122515444043
WNT mediated activation of DVL	0.0226389506101	0.122515444043
VLDLR internalisation and degradation	0.0226389506101	0.122515444043
Signaling by WNT	0.0244164047775	0.122515444043
WNT5A-dependent internalization of FZD2, FZD5 and ROR2	0.0245030888086	0.122515444043
Gamma-carboxylation of protein precursors	0.0282210990712	0.132308408301
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.0300749832209	0.132308408301
Rho GTPase cycle	0.0306968190041	0.132308408301
MHC class II antigen presentation	0.0322757223997	0.132308408301
Host Interactions of HIV factors	0.0330771020753	0.132308408301
Retrograde neurotrophin signalling	0.033772539694	0.135090158776
p38MAPK events	0.033772539694	0.135090158776
Beta-catenin independent WNT signaling	0.0393334999828	0.143572696049
Signaling by Hippo	0.0411269734579	0.143572696049
Trafficking of GluR2-containing AMPA receptors	0.0429571419762	0.143572696049
Signalling to RAS	0.0466073928343	0.143572696049
WNT ligand biogenesis and trafficking	0.0520576427146	0.143572696049
LDL clearance	0.0520576427146	0.143572696049
Transport of organic anions	0.0520576427146	0.143572696049
Nucleotide-like (purinergic) receptors	0.0520576427146	0.143572696049
Signaling by Rho GTPases	0.0553055923602	0.143572696049
TRP channels	0.0556744607151	0.143572696049
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.0556744607151	0.143572696049
Neurodegenerative Diseases	0.0556744607151	0.143572696049
Cyclin A/B1/B2 associated events during G2/M transition	0.0592779881837	0.143572696049
Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.0610747826518	0.143572696049
Trafficking of AMPA receptors	0.0682289686026	0.143572696049
Glutamate binding, activation of AMPA receptors and synaptic plasticity	0.0717863480246	0.143572696049
Transferrin endocytosis and recycling	0.0717863480246	0.143572696049
Signalling to ERKs	0.0717863480246	0.143572696049
Metabolism of ingested SeMet, Sec, MeSec into H2Se	0.0735601296779	0.146819886228
Plasma lipoprotein clearance	0.077097905802	0.146819886228
Lysosome Vesicle Biogenesis	0.0788619118165	0.146819886228
Metabolism of folate and pterines	0.080622670812	0.146819886228
HIV Infection	0.0886889552015	0.146819886228
