name	pValue	fdr
Cell Cycle	1.11022302463e-16	4.98490138057e-14
Cell Cycle, Mitotic	1.11022302463e-16	4.98490138057e-14
Mitotic Prometaphase	1.02251540568e-13	3.05732106298e-11
M Phase	1.37498901154e-11	3.07997538584e-09
Cell Cycle Checkpoints	1.26238464127e-10	2.25966850786e-08
Mitotic Spindle Checkpoint	2.67591171443e-10	3.98710845451e-08
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	5.03630470661e-10	5.6406612714e-08
Amplification of signal from the kinetochores	5.03630470661e-10	5.6406612714e-08
Resolution of Sister Chromatid Cohesion	1.03833484033e-08	1.02795149193e-06
Mitotic Metaphase and Anaphase	1.67841727183e-08	1.49379137193e-06
Separation of Sister Chromatids	4.08132044827e-08	3.3058695631e-06
Mitotic Anaphase	4.53171974391e-08	3.35347261049e-06
RHO GTPases Activate Formins	2.77180421282e-07	1.91254490685e-05
AURKA Activation by TPX2	4.9957614634e-07	3.19728733658e-05
Transcriptional Regulation by E2F6	3.56207761709e-06	0.000210162579408
Unwinding of DNA	1.09864948834e-05	0.000571297733937
DNA Replication	2.27055950793e-05	0.00111257415889
Mitotic G2-G2/M phases	2.62926282962e-05	0.00122726434227
DNA strand elongation	2.92205795778e-05	0.00122726434227
Recruitment of mitotic centrosome proteins and complexes	3.23884915243e-05	0.00129553966097
Activation of ATR in response to replication stress	3.56485299788e-05	0.00138774903699
Loss of proteins required for interphase microtubule organization from the centrosome	3.96499724853e-05	0.00138774903699
Loss of Nlp from mitotic centrosomes	3.96499724853e-05	0.00138774903699
Centrosome maturation	4.14017174195e-05	0.00140765839226
Anchoring of the basal body to the plasma membrane	6.27827132867e-05	0.00207182953846
G2/M Transition	6.48338543213e-05	0.00207468333828
TP53 Regulates Transcription of DNA Repair Genes	8.27762514084e-05	0.00248328754225
Homologous DNA Pairing and Strand Exchange	8.86628065128e-05	0.00257122138887
Regulation of PLK1 Activity at G2/M Transition	0.000114429882293	0.00320403670421
Chromosome Maintenance	0.000115383573603	0.00322678376766
Activation of the pre-replicative complex	0.000124107067987	0.00322678376766
RHO GTPase Effectors	0.00017355485529	0.00433887138225
Recruitment of NuMA to mitotic centrosomes	0.000190474489759	0.00457138775421
HDR through Homologous Recombination (HRR)	0.000195805305189	0.00469932732455
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.000243824172559	0.00560795596885
Cilium Assembly	0.000362635120174	0.00763760064338
Synthesis of DNA	0.000363695268732	0.00763760064338
G1/S-Specific Transcription	0.000404061220875	0.0080812244175
Activation of E2F1 target genes at G1/S	0.000404061220875	0.0080812244175
