name	pValue	fdr
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	6.78226586004e-09	3.2758344104e-06
Binding of TCF/LEF:CTNNB1 to target gene promoters	4.28891546134e-06	0.00103362862618
Repression of WNT target genes	2.67823929798e-05	0.00431196526975
ATF4 activates genes	0.000376883799595	0.0452260559513
PERK regulates gene expression	0.000714331953788	0.0501563030437
Formation of the beta-catenin:TCF transactivating complex	0.000726902942662	0.0501563030437
Cell-cell junction organization	0.000726902942662	0.0501563030437
Regulation of FZD by ubiquitination	0.00164747150362	0.0988482902175
TCF dependent signaling in response to WNT	0.0020105817911	0.106560834928
Signaling by WNT	0.00249291371029	0.119659858094
Cell junction organization	0.00316446594123	0.136072035473
RUNX3 regulates WNT signaling	0.00500317980997	0.200127192399
Amino acid transport across the plasma membrane	0.00577003859816	0.204519938464
Adherens junctions interactions	0.00601529230778	0.204519938464
Ca2+ pathway	0.0100539805942	0.321727379014
Cell-Cell communication	0.0130520493203	0.39156147961
Degradation of beta-catenin by the destruction complex	0.0148858256222	0.41680311742
EPHB-mediated forward signaling	0.0165133005351	0.429345813912
RMTs methylate histone arginines	0.0182595275589	0.42985199976
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	0.0204867998761	0.42985199976
Ephrin signaling	0.0242474753851	0.42985199976
Hyaluronan metabolism	0.0242474753851	0.42985199976
Listeria monocytogenes entry into host cells	0.0303695967942	0.42985199976
Tight junction interactions	0.0393681337245	0.42985199976
MECP2 regulates neuronal receptors and channels	0.0441999933085	0.42985199976
MET interacts with TNS proteins	0.0506077821892	0.42985199976
MET activates PTPN11	0.0506077821892	0.42985199976
MET activates STAT3	0.0506077821892	0.42985199976
Activation of Matrix Metalloproteinases	0.0518330762034	0.42985199976
Interleukin-37 signaling	0.0544749862955	0.42985199976
TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.0604198392194	0.42985199976
Hyaluronan biosynthesis and export	0.0604198392194	0.42985199976
